,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,0.0,0.0,0.0,1568.5163515486784,1577.909697928326,1587.303044307974,1596.6963906876217,1606.0897370672694,1615.4830834469171,1624.8764298265648,1634.2697762062126,1643.6631225858605,1653.0564689655082,1662.449815345156,1671.8431617248036,1681.2365081044513,1690.629854484099,1700.023200863747,1709.4165472433947,1718.8098936230424,1728.20324000269,1737.5965863823378,1746.9899327619855,1756.3832791416335,1765.7766255212812,1775.1699719009289,1784.5633182805766,1793.9566646602243,1803.3500110398722,1812.74335741952,1822.1367037991677,1831.5300501788154,1840.923396558463,1850.3167429381108,1859.7100893177587,1869.1034356974064,1878.4967820770541,1887.8901284567019,1897.2834748363496,1906.6768212159973,1916.0701675956452,1925.463513975293,1934.8568603549406,1944.2502067345883,1953.643553114236,1963.0368994938838,1972.4302458735317,1981.8235922531794,1991.2169386328271,2000.6102850124748
1,0.0,0.0,0.0,2927.406897710726,2936.800244090374,2946.1935904700213,2955.586936849669,2964.9802832293167,2974.3736296089646,2983.7669759886126,2993.16032236826,3002.553668747908,3011.9470151275555,3021.3403615072034,3030.7337078868513,3040.127054266499,3049.5204006461468,3058.9137470257942,3068.307093405442,3077.7004397850897,3087.0937861647376,3096.4871325443855,3105.880478924033,3115.273825303681,3124.6671716833284,3134.0605180629764,3143.4538644426243,3152.847210822272,3162.2405572019197,3171.633903581567,3181.027249961215,3190.420596340863,3199.8139427205106,3209.2072891001585,3218.600635479806,3227.993981859454,3237.3873282391014,3246.7806746187493,3256.1740209983973,3265.5673673780448,3274.9607137576927,3284.35406013734,3293.747406516988,3303.140752896636,3312.5340992762835,3321.9274456559315,3331.320792035579,3340.714138415227,3350.107484794875,3359.5008311745223
