,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
137,5.208,5.607,4.284,3.717,2.688,2.1,1.449,1.68,1.596,1.764,2.016,2.31,3.276,3.99,4.2,4.221,4.893,5.88,5.46,5.04,5.46,5.838,4.83,4.62,3.36,3.318,2.898,2.52,3.108,16.59,18.144,18.48,18.858,19.32,19.572,7.287,6.72,7.287,7.14,7.287,6.3,5.796,4.179,4.2,3.633,4.62,2.52,3.78
138,3.78,3.864,2.52,3.801,2.604,2.73,2.52,2.52,2.52,2.73,4.095,3.78,5.04,4.2,4.2,3.528,2.856,3.318,2.52,2.94,2.646,2.94,2.94,4.2,2.961,2.94,2.1,3.78,3.99,15.708,18.06,17.619,19.32,19.803,19.908,7.875,7.497,7.56,7.35,7.8435,7.14,6.489,4.62,5.67,4.788,3.78,3.15,2.52
139,2.898,2.94,2.1,3.15,2.31,2.94,2.772,3.15,4.2,4.536,5.46,5.25,6.51,6.699,7.14,6.72,5.88,5.775,5.25,5.775,5.88,6.3,5.67,5.25,3.78,3.78,3.78,3.36,3.78,16.884,18.375,18.375,19.53,19.53,19.53,7.35,7.14,7.14,6.93,7.14,6.762,6.909,6.3,6.09,6.09,6.3,5.25,4.83
140,5.25,5.25,4.41,4.41,3.57,4.305,4.2,4.41,4.641,5.88,6.657,5.46,6.93,6.3,6.93,6.405,5.88,5.355,5.25,5.586,6.09,6.174,5.04,4.494,3.234,2.94,2.541,2.667,3.255,15.96,17.283,17.85,18.69,19.551,19.74,7.854,7.56,7.224,6.72,6.93,6.3,6.72,4.83,5.376,4.704,4.536,3.57,3.696
141,3.696,3.528,2.94,3.528,2.94,3.36,3.192,3.36,3.78,3.864,5.208,5.04,6.699,6.3,6.51,6.72,6.3,6.3,5.88,6.027,6.216,6.342,6.3,5.292,4.431,4.137,4.137,4.368,4.872,17.01,18.27,17.997,18.69,19.11,19.74,7.245,6.888,7.056,6.3,6.825,5.712,6.006,4.998,5.04,4.41,3.906,2.058,3.612
142,1.743,3.087,1.239,1.911,0.252,1.365,-0.084,-1.302,-1.26,-0.42,2.457,0.42,3.36,2.1,2.52,2.163,1.302,2.436,1.176,1.68,1.344,2.1,1.26,0.756,-1.239,-1.092,-1.869,-2.94,-2.226,11.361,14.7,14.07,17.01,15.687,16.59,5.124,3.759,4.788,4.116,4.788,3.738,4.62,1.26,2.331,1.05,0.42,0.021,0.0
143,-1.512,-2.1,-4.368,-4.536,-6.363,-7.98,-7.98,-8.4,-8.211,-5.544,-3.906,-9.24,-3.297,-2.499,-1.47,0.42,0.42,0.42,0.168,-1.68,-1.89,-1.26,-1.68,-2.73,-4.2,-9.45,-10.269,-10.08,-9.429,7.161,13.44,11.991,13.65,13.65,13.65,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,3.759,0.84,2.52,1.617,0.861
144,-0.588,-0.84,-3.276,-1.575,-3.36,-3.654,-3.654,-4.2,-4.2,-4.2,-3.234,-4.788,-1.596,-4.62,-2.94,-3.864,-0.882,1.176,2.016,-0.525,-0.168,-0.42,0.021,0.0,-1.869,-1.155,-1.974,1.869,3.99,17.64,19.95,18.9,20.37,19.74,19.572,8.001,7.98,8.4,8.316,8.61,8.4315,8.4,6.93,7.98,6.552,6.3,5.124,4.62
145,4.536,4.599,3.444,4.116,3.612,3.78,3.36,3.759,3.759,4.053,4.704,3.15,4.767,4.767,5.04,4.473,5.271,4.704,3.171,3.57,3.444,3.612,3.2235,3.759,2.205,3.276,2.94,2.184,3.57,14.49,17.64,16.8,19.215,19.74,20.16,7.56,7.35,7.14,7.14,7.56,7.14,7.14,6.636,6.72,6.069,6.972,5.88,5.796
146,5.67,5.628,5.124,5.355,4.746,5.25,5.124,5.25,5.355,6.3,5.46,4.4415,6.09,6.048,6.678,6.72,6.3,6.279,5.46,5.46,5.628,6.3,6.384,5.649,4.83,4.2,4.2,4.2,4.788,17.22,18.816,18.48,20.16,20.412,20.58,7.98,7.56,7.56,7.392,7.266,6.489,6.132,5.46,7.56,6.93,6.72,5.565,5.67
147,5.733,5.712,4.704,4.788,4.62,4.62,4.515,4.788,4.83,5.607,5.67,4.284,5.313,5.88,6.3,6.51,5.88,5.901,5.376,5.88,5.88,6.72,6.384,6.216,5.25,4.536,4.305,4.305,4.452,17.808,19.404,18.711,20.328,20.517,20.748,8.19,7.35,7.14,6.72,7.14,6.468,5.796,5.166,5.775,5.88,5.46,5.208,4.2
148,4.116,3.759,3.36,3.57,3.15,3.36,3.15,3.528,4.62,5.229,5.7435,4.41,6.72,6.636,6.72,6.72,6.3,5.796,5.04,5.04,5.292,5.922,5.88,5.88,4.62,4.2,3.948,3.57,4.116,16.8,18.48,17.85,18.9,19.635,19.635,7.14,6.72,7.035,6.3,6.93,5.376,6.3,4.473,6.3,6.3,5.418,5.208,4.62
149,4.62,4.2,3.15,4.2,3.36,4.2,4.284,3.78,5.04,5.46,5.67,4.746,6.132,6.3,6.72,6.72,5.88,5.649,5.208,5.145,5.124,5.67,5.46,4.2,2.94,3.045,2.541,2.31,2.94,15.687,17.22,17.22,18.06,19.32,19.74,7.203,6.867,6.3,5.67,6.216,5.46,6.321,5.271,7.14,6.384,5.25,5.166,4.2
150,4.2,4.2,3.78,4.2,3.948,4.2,3.444,3.57,4.011,4.1685,5.04,3.78,5.46,5.712,6.3,6.72,6.174,6.3,5.25,5.46,5.46,5.04,5.04,3.78,3.024,2.52,2.184,2.016,2.52,15.519,17.22,17.409,18.732,19.845,20.16,7.56,7.392,6.51,5.901,6.132,5.88,5.88,5.25,5.46,3.78,2.625,2.457,2.079
151,2.1,2.184,2.079,2.079,2.079,1.596,1.239,1.239,1.68,2.457,2.457,2.079,3.024,3.99,4.62,4.83,5.46,5.292,5.04,4.83,5.124,5.208,4.872,4.368,3.696,2.919,2.457,3.192,3.444,16.8,18.06,18.06,19.068,19.74,19.7925,7.14,6.636,6.636,6.3,6.72,5.88,6.699,4.83,5.208,3.57,3.57,2.94,3.78
152,3.99,4.284,3.192,3.444,3.276,3.78,3.654,3.15,3.864,5.271,5.586,5.46,6.3,6.93,6.93,6.72,6.384,6.3,5.88,5.712,6.132,6.72,6.552,6.3,5.04,4.62,4.032,3.696,4.242,16.716,18.039,18.732,19.32,20.328,20.37,7.98,7.77,7.56,7.455,7.56,7.35,6.93,6.3,6.3,6.3,4.956,4.62,4.725
153,4.725,4.284,4.2,4.41,4.2,4.368,4.2,5.313,5.124,6.384,5.775,5.04,6.09,5.88,5.88,6.09,5.46,5.145,4.452,4.83,5.04,5.628,5.292,5.04,4.2,4.053,3.864,3.948,4.2,17.346,19.11,19.488,20.853,20.748,21.21,8.82,8.19,7.623,6.636,7.35,6.993,6.72,5.25,6.3,6.426,6.258,5.628,5.208
154,4.389,5.04,3.696,3.948,3.36,4.116,3.36,3.696,4.494,5.88,5.46,5.88,7.056,5.67,6.384,5.88,5.796,5.88,5.628,5.25,5.67,6.3,6.321,6.132,4.704,5.061,4.536,4.662,5.04,17.241,17.955,18.396,19.698,19.74,19.74,6.93,6.51,5.922,5.628,5.67,5.46,5.46,5.46,5.88,5.46,4.809,4.095,4.095
155,4.095,3.99,3.738,3.969,3.444,3.78,3.234,4.095,4.095,5.964,5.88,4.788,6.3,5.88,6.111,5.67,5.67,5.964,5.46,5.25,6.216,6.09,6.3,6.09,4.494,5.04,4.494,4.263,4.83,17.094,18.207,18.396,19.824,19.95,19.95,7.392,7.056,6.552,6.132,6.3,6.3,6.972,6.51,6.51,6.384,6.72,5.208,4.2
156,3.192,4.62,2.52,4.2,2.94,3.423,2.268,1.764,2.016,2.688,4.788,4.725,6.51,5.796,6.09,5.712,4.704,5.67,4.935,4.62,4.2,4.83,4.41,4.41,2.94,3.108,1.68,1.68,2.772,15.54,17.22,17.22,18.69,18.9,18.06,6.3,5.1975,6.09,4.788,6.09,5.25,5.25,3.15,4.2,2.52,2.52,1.26,0.42
157,0.231,0.42,-0.42,0.336,-1.827,-0.168,-1.848,-1.659,-1.995,-1.596,0.42,-1.05,1.449,-0.42,1.596,0.504,1.68,0.882,0.945,1.008,2.016,3.843,3.465,4.41,3.528,3.864,3.36,3.78,5.04,17.514,19.74,19.74,21.021,20.79,21.168,8.148,7.707,7.56,7.35,7.35,7.35,7.896,7.35,7.392,6.3,5.25,3.339,3.612
158,3.465,3.15,2.436,2.436,2.31,2.52,2.31,2.31,2.52,2.31,3.108,2.31,3.612,2.31,4.2,5.04,5.88,6.468,6.51,5.859,5.88,6.72,6.72,6.51,5.607,5.796,4.746,4.746,5.88,18.648,20.16,19.32,20.475,20.16,20.16,7.875,7.14,7.56,7.14,7.875,7.77,7.77,6.72,6.3,4.83,5.628,4.2,4.2
159,4.62,4.914,4.2,4.914,4.2,4.956,4.305,5.25,5.25,6.72,5.67,6.195,7.14,5.796,6.72,5.67,5.859,5.88,6.006,5.691,6.72,6.3,6.3,6.384,5.145,5.544,4.977,4.41,5.25,17.22,19.11,20.16,20.58,20.79,20.58,7.119,7.119,5.964,5.964,5.712,5.712,5.586,5.46,5.46,4.872,5.082,4.935,4.956
160,4.935,4.935,4.935,4.935,4.935,4.935,4.935,5.67,5.46,5.46,5.208,5.46,6.72,6.72,7.14,7.14,6.804,6.804,6.636,6.3,6.3,6.51,6.3,6.51,5.46,5.46,5.46,4.872,5.46,17.892,20.16,19.32,21.0,21.168,21.0,8.4,7.14,6.93,5.67,6.972,5.88,5.88,5.04,5.88,5.985,5.796,5.04,5.082
161,5.208,5.418,4.389,4.452,4.263,5.46,4.368,5.817,5.292,5.712,5.88,5.88,7.98,7.434,8.085,7.56,7.917,7.518,6.888,6.888,7.14,6.72,6.72,6.825,5.88,6.636,6.237,5.691,5.754,17.955,19.95,18.9,19.74,20.076,19.95,5.922,6.384,7.14,6.09,6.195,5.88,6.699,4.536,5.88,5.124,5.67,3.192,4.2
162,3.465,4.62,3.465,4.179,3.465,4.179,3.465,3.465,4.473,4.368,5.88,4.179,6.888,5.88,6.3,6.72,6.51,6.216,6.048,5.628,5.964,6.804,6.72,6.048,5.25,3.717,3.612,3.36,4.011,16.926,18.48,18.9,20.265,20.58,20.37,7.98,7.182,7.224,5.88,6.972,5.88,6.069,4.284,5.796,3.948,4.032,2.226,2.898
163,2.31,3.192,2.016,3.192,2.1,2.688,2.31,2.73,3.36,2.961,5.607,5.46,5.712,4.83,5.67,5.712,5.46,6.132,5.88,6.321,6.426,6.888,6.552,6.3,5.25,4.83,4.536,4.2,5.292,18.06,19.53,18.9,20.748,20.79,20.328,7.14,6.09,5.796,4.872,6.132,6.132,7.14,5.46,6.72,6.72,6.72,6.09,5.88
164,5.88,6.3,5.796,5.46,5.46,5.46,5.208,5.25,5.292,5.607,5.922,5.04,5.397,5.46,5.88,6.468,6.72,6.93,6.93,6.72,6.72,7.14,6.72,6.636,5.124,5.124,5.04,4.725,5.04,17.136,18.69,19.53,20.58,21.0,21.399,8.61,8.022,7.749,7.14,7.2135,6.72,6.468,6.258,6.909,8.61,7.203,6.447,7.14
165,6.867,5.439,5.229,5.25,5.25,5.25,4.83,4.2,4.83,4.452,5.04,4.2,5.25,5.04,5.67,6.636,7.35,7.98,7.77,7.77,7.77,7.98,7.812,7.707,7.14,6.72,6.3,6.279,6.72,18.438,19.068,20.916,21.42,21.84,21.84,9.24,8.904,8.4,8.4,8.4,7.98,7.98,6.93,6.489,6.51,6.72,5.04,5.124
166,5.439,5.208,4.452,4.893,4.41,4.62,4.41,5.586,5.46,6.72,5.775,5.46,7.77,6.51,7.35,6.72,5.67,6.384,5.88,5.901,5.922,6.006,5.901,6.321,5.313,5.88,5.46,4.935,5.88,17.829,20.013,19.488,20.79,21.042,21.0,8.61,7.98,7.98,6.111,7.77,6.867,7.287,5.67,5.628,5.544,5.88,4.893,5.25
167,5.124,5.229,4.809,4.914,4.83,4.872,4.851,5.46,5.46,6.09,5.67,5.46,7.35,6.93,7.56,7.77,7.308,7.959,7.476,7.14,7.14,7.455,6.888,6.72,5.46,5.796,5.46,5.46,6.132,18.06,20.37,19.572,20.79,21.399,21.399,8.148,7.308,7.644,6.3,6.804,6.111,6.804,5.985,5.397,5.67,5.46,4.998,5.25
168,5.25,5.25,4.998,5.103,4.62,5.25,5.061,5.88,5.25,6.468,6.3,5.019,7.77,7.14,8.4,7.56,6.888,7.812,6.804,6.72,6.909,7.77,7.476,7.14,6.237,5.88,5.46,5.04,6.195,18.123,20.685,20.16,21.525,21.525,21.525,7.98,7.14,7.644,6.384,7.728,6.111,6.93,5.04,4.935,5.103,5.103,5.103,5.103
169,5.103,5.103,5.103,5.103,5.103,5.103,5.103,5.103,5.04,5.103,5.334,4.62,7.35,6.489,7.35,7.35,6.951,7.329,6.678,6.636,6.72,7.224,6.804,7.35,5.46,5.88,5.376,5.208,6.468,17.22,20.076,19.32,19.95,19.95,19.593,7.392,6.825,7.35,6.615,7.35,5.733,6.93,5.775,5.46,5.88,5.88,4.557,5.04
170,4.62,5.04,4.431,4.62,4.515,4.62,4.515,5.796,5.376,6.1005,6.3,6.195,8.001,6.3,7.476,7.35,6.972,7.35,7.119,6.3,7.14,7.287,6.531,6.72,5.061,5.376,5.061,4.956,5.061,17.535,19.32,18.228,19.95,19.95,19.425,7.35,6.972,7.35,6.72,7.35,6.93,7.14,5.88,6.069,6.72,6.048,5.25,5.67
171,5.46,6.3,4.956,4.725,4.725,5.25,4.62,5.04,5.25,5.88,6.972,5.25,7.14,6.51,7.392,7.98,7.896,8.148,7.8225,7.98,7.896,8.148,7.56,7.644,5.964,4.2,3.78,4.116,4.2,16.128,18.9,19.572,21.084,21.42,21.525,8.925,7.98,8.169,6.72,7.77,6.804,7.14,5.46,6.951,5.46,5.901,3.78,5.334
172,3.402,4.872,2.52,2.94,2.184,2.226,1.26,1.05,1.05,1.26,2.121,1.68,3.99,1.848,3.78,3.276,3.801,3.927,4.2,3.78,4.116,3.129,2.856,2.52,1.05,1.932,1.092,5.46,6.216,16.8,18.942,18.48,19.74,20.58,20.58,7.812,7.812,7.98,7.35,8.4,8.043,8.4,7.56,7.56,6.09,5.88,4.2,4.914
173,4.2,4.7145,4.2,4.62,4.62,4.788,5.04,5.691,6.72,6.363,6.783,6.384,7.98,7.644,7.875,7.896,6.888,7.14,5.9955,5.376,5.25,6.006,5.88,6.3,4.62,5.061,4.62,4.242,5.46,17.85,19.74,19.131,20.79,21.0,21.0,8.4,8.19,8.19,7.014,7.98,6.741,7.56,5.46,5.46,5.901,6.699,5.04,5.67
174,5.712,5.04,4.2,4.935,4.956,5.124,5.04,6.51,6.3,6.72,6.72,5.25,7.119,5.859,6.72,6.048,5.67,6.069,5.271,4.935,5.229,5.733,5.271,6.09,4.872,5.67,5.208,5.439,5.796,17.22,19.32,19.068,20.916,21.21,21.42,8.82,8.316,8.316,7.308,7.812,6.72,6.72,5.922,6.3,6.321,6.174,5.88,5.502
175,5.25,5.544,4.851,5.292,5.187,5.88,5.481,6.237,5.355,6.321,6.3,6.93,7.602,7.308,7.518,7.056,6.909,6.972,6.888,6.867,6.867,6.615,6.615,6.636,6.3,6.279,6.279,6.363,7.14,19.53,20.58,19.74,21.042,21.273,21.672,8.337,8.085,8.001,7.245,7.938,6.888,6.93,6.027,5.775,6.3,5.838,4.872,5.25
176,5.019,5.208,4.83,4.893,4.956,5.166,5.04,5.922,6.027,7.35,7.35,5.901,8.4,6.762,8.106,7.35,6.888,6.762,6.3,6.048,5.88,5.586,5.481,5.439,4.557,5.04,4.956,5.46,5.586,18.186,20.16,18.459,20.412,20.496,20.58,7.98,7.392,7.98,6.3,7.98,6.3,6.636,5.628,5.796,6.342,6.09,4.2,5.46
177,4.788,5.46,3.864,5.04,4.2,5.586,4.767,6.72,5.67,7.98,6.72,5.691,8.4,6.72,8.19,7.14,7.14,7.5075,6.636,6.5415,7.14,7.14,5.964,7.518,5.544,6.72,5.88,6.3,6.384,18.69,21.0,19.53,21.0,21.21,21.21,8.4,7.728,8.4,7.56,8.19,7.644,6.93,6.51,6.72,7.35,7.4025,6.3,6.384
178,6.72,6.72,5.376,5.712,5.313,6.3,4.977,5.25,5.229,5.88,6.489,4.788,6.3,5.46,7.14,7.392,7.56,7.98,7.35,7.308,7.056,7.56,6.72,5.46,3.822,4.158,2.94,3.276,3.57,16.191,18.48,16.8,19.509,18.9,18.879,7.35,6.3,7.14,5.46,7.14,6.51,7.14,5.04,4.872,5.46,5.04,3.864,3.612
179,1.932,3.444,1.176,-0.42,-1.092,-2.52,-3.15,-3.78,-3.78,-3.36,-2.94,-2.016,-1.008,0.84,3.171,1.512,2.919,2.94,3.36,2.73,2.94,0.0,-0.021,0.84,-0.84,-0.021,-0.147,-0.021,1.26,14.469,18.396,16.8,18.732,18.48,18.984,6.825,6.636,7.14,6.51,7.14,6.51,7.14,4.62,5.124,5.208,4.242,2.205,2.205
180,1.68,0.105,-2.016,-3.024,-3.696,-3.15,-3.15,-2.52,0.42,5.376,5.88,5.04,7.392,6.573,7.56,6.573,6.552,6.51,6.3,6.195,6.3,6.51,6.3,6.216,4.536,4.704,4.41,4.767,5.46,17.64,19.74,18.144,19.95,19.656,19.11,7.119,6.216,6.93,5.712,6.09,5.418,6.72,4.536,5.25,4.053,4.2,2.52,2.73
181,2.688,2.94,1.932,2.73,2.1,3.36,2.1,4.2,3.99,6.09,6.258,5.04,5.712,5.922,6.3,6.468,6.048,7.392,7.14,6.405,6.972,6.972,7.098,7.476,5.88,6.804,5.88,6.3,7.266,18.9,21.0,19.74,21.42,21.0,21.0,8.82,7.707,7.896,6.51,7.854,6.3,7.98,6.3,6.048,6.636,6.216,5.25,5.46
182,5.04,5.04,4.914,5.04,5.04,5.04,4.977,6.3,5.88,6.888,6.72,5.88,7.98,6.783,7.812,7.371,7.14,7.56,6.93,7.119,7.497,7.56,7.56,7.476,6.027,5.88,5.46,5.46,5.964,18.207,20.58,18.9,20.664,21.105,21.0,8.421,7.518,7.791,6.888,8.19,7.56,7.98,6.51,6.216,6.09,6.552,5.481,6.195
183,5.88,5.67,5.481,5.67,5.481,6.09,5.481,6.3,5.586,6.72,6.72,5.25,6.72,7.14,7.77,7.896,7.896,7.812,7.644,6.72,7.476,7.56,7.35,7.476,5.88,5.46,5.04,5.46,5.544,18.06,20.706,20.244,21.42,21.21,21.21,9.03,8.4,8.4,8.316,8.61,7.14,7.98,6.3,6.3,7.917,7.476,5.985,6.216
184,5.985,6.216,5.376,5.985,5.124,6.048,4.62,7.329,6.783,7.686,7.77,6.93,8.61,8.148,8.61,7.329,7.2135,7.875,6.72,5.691,7.434,7.287,6.762,7.2765,6.111,5.628,5.46,5.019,5.964,16.905,19.95,18.9,20.79,20.58,20.0025,7.791,6.72,7.56,6.363,7.14,6.216,7.14,5.124,6.3,4.263,5.88,3.36,4.62
185,3.276,3.36,1.68,2.52,2.0055,3.087,1.932,1.974,1.974,2.352,4.452,2.52,6.048,5.8275,7.14,7.14,7.56,7.98,7.644,7.371,7.308,7.896,6.972,7.77,5.964,5.46,4.368,4.284,5.04,17.64,20.37,19.929,21.42,21.504,21.42,8.82,7.98,6.93,5.88,6.405,5.523,7.14,4.452,5.88,3.528,3.822,1.05,0.588
186,0.0,1.47,0.84,1.05,0.42,-0.42,-0.756,-0.84,-0.84,-0.84,-0.42,-1.176,-0.42,-2.562,0.021,0.588,1.05,1.05,1.05,0.021,0.588,0.336,0.588,0.21,-2.688,-1.68,-2.688,-3.99,-0.294,9.576,16.044,16.38,18.648,18.69,18.69,6.3,6.216,6.3,5.88,6.72,6.3,7.14,4.8825,5.25,3.423,3.045,0.588,2.478
187,0.588,0.0,-0.63,0.168,-0.021,0.189,-0.378,2.058,2.94,4.2,5.67,5.25,6.216,4.284,5.964,5.817,5.544,6.72,6.195,6.804,7.308,7.56,6.72,7.182,5.376,5.88,5.964,5.67,6.3,19.215,21.0,19.551,21.0,20.58,20.58,7.98,7.476,7.56,6.888,8.148,7.35,7.14,5.964,7.812,6.3,7.14,5.04,5.565
188,5.565,5.712,5.565,5.565,5.565,5.838,4.998,6.72,7.119,7.329,7.77,5.838,7.98,5.67,7.56,7.308,6.552,7.392,6.72,6.951,7.98,7.98,7.98,7.896,5.628,6.51,6.3,5.628,6.3,18.48,21.0,19.32,21.504,21.42,21.0,9.198,7.98,8.82,6.72,8.19,6.72,7.896,5.397,6.3,6.72,6.72,5.355,6.069
189,5.607,5.607,5.229,5.355,5.355,6.3,5.25,5.859,5.397,6.3,5.418,5.04,7.14,7.56,8.82,8.484,8.4,8.253,8.001,7.14,7.77,7.98,7.56,8.904,6.3,7.98,7.14,7.14,7.98,20.37,22.26,21.63,22.68,22.68,22.05,10.08,8.4105,9.177,7.14,7.518,6.93,7.98,6.3,6.783,6.825,6.405,5.5545,5.481
190,5.397,4.935,4.935,4.83,4.41,4.83,4.62,4.851,4.851,5.775,5.796,5.04,5.817,5.964,6.216,7.434,7.56,7.749,7.749,7.434,7.434,7.329,7.329,7.35,6.72,6.804,6.804,7.056,7.35,19.74,21.0,21.0,22.26,22.68,22.26,9.534,8.316,8.19,7.56,7.77,6.93,6.552,6.3,6.93,6.93,6.825,5.775,5.922
191,5.838,5.88,5.187,5.628,5.544,5.691,4.83,5.565,5.712,5.754,6.069,6.132,8.232,7.224,8.232,7.56,7.56,7.896,6.93,6.468,7.14,7.098,6.657,6.216,4.704,5.292,4.788,5.103,5.355,18.207,20.412,19.11,20.412,20.58,20.454,7.98,6.993,7.581,6.741,7.644,7.35,6.93,6.594,6.72,6.951,5.817,5.04,5.922
192,4.998,5.607,4.536,4.872,4.2,5.418,4.2,5.25,5.25,5.46,6.426,4.2,5.502,6.3,5.88,5.04,5.313,5.25,5.082,5.46,5.88,6.51,5.88,5.88,4.2,4.662,4.578,3.948,4.662,16.758,18.879,18.48,20.559,20.958,21.0,8.862,7.56,7.98,7.14,7.56,6.972,7.476,6.048,6.3,6.93,7.14,5.901,5.838
193,5.292,6.006,4.935,5.46,5.04,5.607,4.557,4.41,4.515,4.62,5.04,4.2,5.25,4.788,5.46,4.788,5.418,5.04,5.271,5.04,5.544,6.3,5.67,6.3,4.452,4.83,4.368,4.2,4.41,15.54,19.362,18.816,20.37,20.37,20.37,7.77,7.182,7.77,6.51,7.77,6.888,7.896,5.88,4.473,4.074,5.25,2.94,4.452
194,2.94,4.2,2.73,3.78,3.36,4.494,3.15,5.901,5.859,6.72,6.216,5.46,7.896,6.72,7.77,6.3,6.72,7.14,6.72,6.3,7.14,7.14,6.72,7.14,5.187,6.132,5.628,5.88,7.14,18.354,20.664,19.32,20.895,20.895,20.895,8.61,8.19,8.148,7.224,7.623,7.035,7.98,5.544,5.88,5.46,5.964,4.62,5.25
195,4.494,5.544,4.452,5.04,4.2,5.25,4.431,4.494,5.25,5.292,5.502,5.985,6.804,5.46,7.077,6.5835,6.3,6.3,6.3,6.552,7.14,7.056,6.72,7.56,5.418,6.3,6.006,5.544,5.88,18.564,20.748,19.32,21.0,21.0,21.0,8.652,8.001,8.4,7.077,8.127,7.119,7.224,5.46,6.09,6.09,6.09,5.208,5.88
196,5.082,5.46,4.788,5.334,4.788,5.46,4.977,5.082,5.04,5.628,5.46,5.04,7.266,7.56,8.4,7.35,7.35,7.35,7.602,7.56,7.749,7.644,7.14,7.77,6.3,6.09,5.88,6.048,6.384,18.816,21.0,19.929,21.105,21.0,20.916,8.4,7.896,8.106,6.72,7.245,6.741,6.72,4.557,5.67,6.741,6.51,5.334,5.754
197,5.166,5.355,5.25,5.355,5.166,5.355,5.25,5.355,5.334,5.334,5.334,6.09,6.51,5.838,7.245,7.224,7.812,7.644,7.35,7.35,7.518,8.19,7.77,7.98,6.174,6.048,5.712,5.502,6.552,18.48,20.79,19.74,21.0,21.0,21.0,8.4,8.295,8.4,7.644,8.4,7.077,7.182,6.384,5.67,6.426,5.838,5.376,5.67
198,4.998,5.67,5.25,5.313,5.25,5.838,5.25,5.355,5.25,4.935,4.935,6.195,8.484,7.077,7.98,7.35,7.14,7.35,7.35,7.14,7.14,6.93,6.51,7.56,5.67,6.258,5.46,5.334,6.09,18.942,20.265,19.11,20.559,19.95,19.95,7.56,6.972,7.665,6.72,8.022,7.287,7.56,5.88,5.292,6.93,7.14,5.46,5.67
199,5.67,5.67,4.851,5.502,5.04,5.67,4.83,5.04,5.67,5.04,5.67,3.78,6.09,3.78,6.09,5.817,6.09,5.88,5.88,6.3,6.3,6.09,5.04,5.88,3.78,5.67,4.914,4.494,5.46,16.674,18.9,18.27,20.559,20.79,20.79,7.98,7.77,8.19,7.56,8.19,7.791,7.98,6.258,6.867,6.321,6.51,5.88,6.3
200,5.46,5.46,4.62,5.082,4.83,5.88,4.83,4.998,5.25,5.124,5.88,5.145,5.901,4.2,5.88,5.376,6.426,6.3,6.804,6.279,7.014,7.518,6.72,6.3,3.885,4.62,3.864,4.368,5.04,17.388,18.249,18.837,19.614,19.53,19.11,7.7385,7.35,7.98,7.35,7.98,7.56,7.77,6.51,6.51,6.447,6.111,5.355,5.838
201,5.04,5.691,4.83,5.46,5.25,5.733,5.082,7.014,6.3,7.371,6.384,6.93,7.77,6.783,7.791,6.72,7.035,6.72,6.3,6.3,6.72,6.93,6.51,6.72,4.998,4.41,4.683,4.137,4.998,18.06,19.908,18.9,20.58,19.95,20.16,8.4,7.98,7.98,7.077,7.812,6.72,7.56,5.88,5.628,6.09,5.88,5.04,6.3
202,5.46,5.376,5.103,5.103,4.956,5.88,5.25,5.376,5.355,6.3,5.691,5.46,7.56,5.67,6.72,6.51,6.72,6.51,6.3,6.51,6.846,6.573,6.867,7.56,5.88,6.3,5.88,5.628,6.909,18.564,21.0,19.656,21.042,20.979,20.832,8.4,7.728,8.4,6.93,8.0325,7.14,8.4,6.363,5.88,5.88,6.825,5.229,5.334
203,5.25,5.25,4.62,5.04,4.62,5.04,5.04,5.628,5.712,6.636,6.72,5.88,7.77,6.3,7.56,6.804,6.762,6.93,6.3,6.951,7.14,7.245,6.72,7.14,5.208,5.418,5.2815,4.977,5.733,18.942,20.685,19.53,20.685,20.685,20.685,8.19,7.812,8.085,6.72,7.98,6.72,7.308,5.46,6.51,6.426,6.342,4.956,5.838
204,4.851,5.46,4.935,5.25,4.284,5.418,4.935,5.082,4.788,5.922,5.376,5.88,7.56,5.88,7.119,6.09,6.321,6.72,6.468,6.72,7.056,6.552,6.321,7.14,5.292,5.901,5.544,5.1345,5.544,18.69,20.37,19.992,20.79,20.79,20.79,8.19,7.98,8.19,7.182,8.316,7.392,7.266,5.88,5.628,6.342,5.46,4.704,5.25
205,5.04,5.04,4.788,5.46,4.662,5.67,4.935,6.216,5.25,7.14,7.182,6.72,8.19,7.182,7.959,7.581,7.875,7.35,6.888,7.098,7.56,6.72,6.3,7.56,5.46,6.594,6.09,5.292,5.67,17.262,18.942,18.732,19.656,19.614,19.32,7.707,5.88,7.35,5.586,7.329,6.258,7.014,5.04,5.88,6.615,6.3,4.935,6.678
206,5.88,5.229,3.99,5.082,4.62,5.25,4.2,4.2,4.494,3.78,5.544,3.36,5.943,5.208,6.027,6.09,7.56,7.77,6.93,6.93,7.203,7.854,7.35,7.77,5.46,5.04,4.935,4.494,4.578,17.955,19.74,19.74,20.958,20.811,20.748,8.505,7.119,8.295,6.51,8.4,7.98,8.19,6.3,8.82,8.442,8.4,7.224,6.3
