,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
66,8.82,8.484,7.875,8.4,7.98,7.77,6.195,7.14,5.88,5.124,5.019,5.67,7.224,6.321,6.72,7.35,8.463,8.778,8.778,8.4,7.602,7.266,7.35,6.93,6.783,5.775,5.46,4.83,4.83,5.166,5.481,18.984,20.328,20.37,21.651,21.735,20.916,7.56,6.93,7.14,6.72,5.88,4.62,4.62,3.255,4.494,3.171,1.89
67,2.31,1.89,0.42,1.26,0.42,1.932,0.42,1.932,1.05,1.26,2.52,0.651,2.94,2.1,2.1,2.73,5.67,3.78,4.2,5.25,5.46,6.195,5.88,6.3,6.321,7.14,6.72,6.741,6.93,4.62,5.04,19.95,19.95,20.097,21.42,24.99,25.62,11.55,9.45,7.77,6.321,8.064,7.35,6.3,4.7985,7.14,4.83,4.41
68,6.804,6.741,4.41,5.04,4.2,5.796,3.57,3.822,4.2,7.14,7.602,7.854,7.77,9.03,8.925,8.463,8.4,7.854,7.56,7.539,6.888,6.993,6.993,6.615,6.615,6.951,6.804,6.657,6.657,6.615,6.72,19.74,21.21,21.63,24.78,23.94,23.73,7.602,7.203,6.888,6.825,6.72,6.3,6.09,5.607,4.998,3.57,3.465
69,4.515,4.515,4.41,2.1,2.1,2.1,1.428,2.1,2.1,3.885,4.2,4.347,6.3,6.3,7.14,7.14,6.93,7.77,7.77,7.14,6.909,6.762,6.342,6.783,6.3,5.565,5.355,5.355,5.292,5.04,5.67,18.375,18.48,19.341,21.84,23.1,23.772,12.18,10.5,8.82,7.413,8.379,7.56,6.72,6.09,6.09,5.46,6.384
70,7.455,7.161,6.09,6.09,5.712,6.09,3.57,4.914,4.62,5.145,6.09,7.35,7.518,7.875,7.98,7.833,7.224,7.308,6.51,5.88,5.46,5.46,5.46,5.46,5.061,5.46,5.46,5.46,5.46,4.893,5.859,18.606,19.11,19.194,22.26,24.15,24.36,10.92,9.24,7.98,7.14,7.308,6.3,6.09,4.62,4.809,3.15,2.625
71,2.73,2.1,1.05,0.84,0.84,0.588,0.42,1.26,1.68,3.087,4.2,8.085,7.35,7.35,8.148,6.972,6.72,7.35,6.3,6.447,5.985,5.481,5.46,5.796,5.775,5.796,5.796,5.964,6.006,5.88,6.363,19.404,20.58,20.37,22.1025,24.276,25.2,11.466,9.786,8.568,7.35,8.4,7.245,6.51,5.25,4.83,4.83,5.544
72,7.602,7.287,6.3,6.3,6.3,6.3,6.3,7.35,7.413,8.211,7.98,9.45,7.98,6.72,7.98,8.211,7.98,9.009,7.77,8.106,7.5495,8.19,7.77,9.24,8.442,8.4,7.77,7.812,6.72,6.069,6.426,20.58,22.26,23.73,26.46,30.87,31.416,12.18,10.08,8.61,7.056,8.19,8.085,9.45,7.56,7.35,8.19,7.749
73,7.98,7.56,6.3,6.72,6.09,6.3,5.88,6.09,6.09,6.09,6.3,6.3,6.972,6.72,6.51,7.623,8.61,9.03,9.24,8.736,8.61,8.484,8.4,7.4655,7.455,7.14,6.342,6.3,6.006,5.565,6.174,19.11,21.042,20.097,21.63,22.218,22.47,9.45,8.274,7.287,6.804,6.93,5.46,6.3,4.116,4.2,2.94,2.1
74,3.528,4.095,1.89,2.52,1.89,1.89,0.84,1.89,1.05,1.05,1.89,2.52,2.73,4.2,4.2,2.751,6.363,6.3,7.182,7.35,7.602,7.14,7.35,7.56,7.392,7.812,7.434,6.615,6.51,5.04,5.88,18.984,20.076,19.74,20.538,22.05,23.73,11.34,10.08,10.5,8.82,9.24,8.4,7.56,6.72,5.88,5.04,5.838
75,7.98,7.98,7.14,7.98,7.14,7.98,7.14,7.14,5.46,7.14,6.489,9.24,9.03,10.92,11.172,10.92,10.584,10.5,7.56,6.384,6.51,5.88,5.754,5.88,4.83,5.04,4.83,5.25,5.04,4.62,5.922,18.438,19.404,20.16,22.26,23.94,24.78,9.345,8.4,7.98,6.636,6.72,5.88,7.35,4.83,4.725,4.305,3.99
76,6.09,5.376,3.99,4.41,4.116,5.04,3.99,3.99,3.99,5.04,5.565,6.93,6.93,6.3,7.14,7.98,7.329,8.19,7.539,7.392,6.72,6.72,6.72,6.531,6.321,6.594,6.174,5.67,5.67,5.67,5.67,18.585,18.858,20.37,22.05,22.47,23.289,11.004,9.87,8.589,6.93,6.93,6.93,6.93,5.88,5.04,4.872,5.124
77,5.67,5.67,5.46,5.46,4.83,4.62,4.41,4.41,4.62,5.796,6.09,7.434,7.35,6.468,6.3,7.224,6.72,7.98,7.56,7.476,6.93,7.392,7.35,7.476,7.476,7.35,6.846,6.93,6.678,5.859,6.216,19.782,20.748,20.58,22.176,24.15,24.57,11.571,10.185,8.82,7.14,7.14,6.72,6.447,5.502,5.943,5.481,6.09
78,7.14,7.14,6.048,6.09,5.964,6.048,5.46,5.67,5.67,5.46,5.838,7.014,6.804,6.804,7.98,9.45,9.03,10.08,9.66,9.828,9.45,9.156,8.988,9.45,9.24,9.135,8.82,8.673,7.896,6.51,8.043,21.63,23.52,23.52,25.641,30.828,34.86,19.803,12.6,9.366,7.623,6.8985,6.72,7.14,5.46,5.733,5.25,5.754
79,6.72,6.615,5.46,5.964,5.46,5.88,5.355,5.355,5.355,5.46,5.67,5.796,6.342,5.46,6.279,7.14,7.056,7.665,6.741,6.279,5.922,5.712,5.586,6.048,5.355,5.712,4.62,5.229,4.62,4.41,4.62,17.85,18.417,19.11,19.845,20.79,22.596,9.45,7.224,6.972,6.3,6.636,6.153,6.51,5.46,7.98,6.93,7.14
80,8.001,7.77,6.93,7.35,7.35,6.951,6.3,5.04,5.04,4.599,4.158,5.04,5.88,5.565,6.09,7.77,7.245,7.14,6.552,4.872,4.158,4.41,4.41,3.36,3.36,3.255,2.73,3.066,2.856,3.15,3.78,17.766,18.69,19.53,20.16,21.42,22.05,9.45,8.82,7.98,6.636,7.56,6.72,7.14,6.4575,5.88,5.25,6.51
81,7.98,7.35,6.384,6.93,6.93,6.72,5.712,5.88,5.082,5.754,6.93,6.93,6.93,5.04,5.04,5.88,5.88,6.09,6.069,6.51,6.384,6.72,6.51,6.51,6.51,6.09,5.88,5.04,5.04,5.712,6.867,18.984,20.58,20.16,22.386,23.1,24.36,11.76,9.66,8.547,6.867,6.153,5.67,7.56,5.25,4.62,5.46,6.09
82,7.707,7.413,6.09,6.09,6.09,7.14,6.09,6.09,6.09,5.25,5.67,8.085,8.505,8.358,9.24,8.337,8.085,7.875,7.14,6.3,5.67,5.775,5.67,6.72,5.733,6.237,5.25,5.25,5.25,4.2,5.418,18.48,19.53,19.446,20.538,21.336,22.26,10.248,8.064,6.93,6.3,7.014,6.3,7.392,5.25,4.935,4.935,4.137
83,4.935,4.725,3.948,4.41,4.158,3.738,3.36,3.528,3.78,3.528,4.2,6.216,5.88,6.51,7.14,7.14,6.573,7.35,6.3,5.859,5.04,5.46,5.376,5.46,5.04,5.25,5.25,5.25,5.25,5.46,6.0375,18.165,18.249,19.4565,19.74,20.664,21.588,9.87,8.085,7.14,5.964,6.93,5.082,5.754,5.04,3.78,3.675,3.696
84,4.305,3.99,3.969,3.99,3.675,3.696,3.675,3.99,3.99,4.2,4.515,7.686,6.594,5.67,5.46,6.3,5.691,6.888,6.342,5.628,6.3,6.111,6.09,6.09,6.447,6.3,6.195,5.649,5.565,5.565,5.67,18.48,18.312,20.538,22.386,24.969,28.56,15.645,10.5,9.66,6.993,6.405,6.51,6.51,5.628,5.67,5.67,5.544
85,5.922,5.88,5.712,5.88,5.67,5.67,5.46,5.67,5.355,5.25,5.46,5.67,5.67,6.615,6.93,7.245,6.741,6.909,5.88,5.607,5.565,5.607,5.607,5.67,5.607,5.607,5.607,5.607,5.502,5.46,5.481,18.207,18.27,20.16,21.0,21.504,24.15,10.836,8.379,7.56,5.859,6.678,5.565,5.88,5.691,6.51,6.3,6.3
86,7.959,7.35,6.51,5.943,5.46,6.384,5.712,5.985,5.25,5.46,5.67,6.72,6.51,7.812,8.82,8.568,8.316,8.358,6.636,6.3,5.46,5.46,5.271,6.09,4.998,5.25,5.25,4.998,4.998,4.998,4.998,17.598,17.598,18.06,19.32,20.37,22.05,9.24,7.14,6.51,5.88,6.237,5.88,6.3,5.88,6.72,4.977,4.62
87,6.636,6.3,4.62,3.465,3.15,4.452,2.52,2.52,1.89,2.52,2.52,2.52,4.2,3.36,4.62,4.41,4.41,5.334,4.41,3.36,2.772,3.78,2.1,3.78,2.142,1.596,0.924,1.26,0.903,0.63,1.05,15.12,16.17,17.01,17.85,19.698,22.05,9.45,7.56,7.35,5.25,6.3,6.552,5.46,4.116,1.68,1.575,1.575
88,3.78,0.63,0.21,-1.092,-1.092,-0.966,-0.084,-0.084,0.42,0.42,0.63,0.42,0.42,0.42,0.882,3.78,3.906,5.04,5.04,5.418,5.25,5.04,4.956,3.99,3.948,2.1,4.62,3.318,5.04,18.711,19.257,19.74,20.16,20.16,20.181,8.3055,7.329,7.56,5.67,7.14,5.943,7.14,5.943,4.452,3.78,3.465,3.591,4.683
89,5.082,5.418,5.25,5.061,4.62,4.7355,4.788,4.053,5.04,6.3,6.72,5.775,6.405,6.72,6.636,7.035,6.93,6.447,5.88,6.321,6.006,6.51,5.88,5.796,5.376,4.683,4.62,4.41,4.725,17.955,18.06,19.11,19.824,20.16,21.0,8.253,7.791,8.4,6.51,6.636,6.888,5.376,4.2,5.859,5.397,6.72,6.93,4.704
90,5.565,5.964,5.964,5.88,5.292,5.208,5.061,5.712,5.04,6.72,6.09,5.46,6.72,6.3,5.88,6.09,5.46,5.187,5.04,6.132,5.67,6.384,6.3,6.342,5.796,5.103,4.998,5.04,5.04,18.9,19.32,19.32,21.0,21.756,22.596,9.45,9.03,9.24,7.854,6.72,6.72,6.972,7.035,6.93,5.88,5.544,4.704,5.25
91,5.46,6.51,6.153,5.964,5.208,5.607,5.145,5.145,5.25,5.88,5.67,5.796,7.14,7.77,7.392,7.56,6.384,5.88,5.25,5.88,5.88,6.027,6.384,6.3,5.46,5.145,5.166,4.62,5.229,17.64,18.816,19.047,20.454,20.16,21.0,8.4,8.4,8.4,7.056,6.93,5.88,7.14,5.88,7.14,5.46,4.725,4.41,4.431
92,5.313,5.25,5.04,4.389,3.885,5.04,4.725,5.04,4.83,4.41,5.04,4.83,6.72,7.35,6.678,6.72,5.985,5.67,4.935,5.04,4.935,5.733,5.04,4.914,3.78,3.024,2.94,2.31,2.94,16.905,17.85,18.9,19.341,19.53,19.74,7.56,7.896,8.4,7.35,8.001,6.531,6.93,5.88,7.308,6.027,5.901,5.88,6.111
93,6.3,6.468,6.3,6.3,6.279,6.3,5.733,6.3,6.72,6.3,6.195,4.62,5.775,6.3,5.901,6.636,5.88,5.901,4.872,5.901,5.88,6.72,6.72,6.72,5.67,5.355,4.2,3.78,4.2,16.338,18.291,19.32,21.189,21.0,22.008,8.904,9.24,9.24,7.791,6.72,6.3,7.14,6.132,5.985,5.964,5.334,5.25,6.048
94,6.783,5.88,5.88,6.216,6.636,6.72,6.132,5.04,5.628,5.292,6.09,5.88,6.72,7.56,7.728,7.77,7.35,6.72,6.3,7.14,6.888,6.552,5.04,3.444,2.94,2.94,2.31,2.856,3.528,15.855,17.304,19.236,19.74,20.412,21.336,8.4,7.77,7.644,6.72,5.166,4.452,4.2,3.402,4.2,3.15,2.184,1.659,1.68
95,2.94,2.94,1.05,1.722,2.625,2.94,2.352,2.604,2.604,2.331,2.94,2.73,2.94,1.05,2.373,1.26,0.588,0.945,-0.21,-0.21,-0.21,-0.21,-0.21,-1.764,-2.1,-3.15,-3.15,-1.764,-0.84,12.39,15.498,16.17,18.459,17.808,18.984,6.72,6.972,7.938,6.09,6.93,3.78,5.859,2.31,1.806,-0.294,0.189,0.0,0.084
96,0.672,0.105,0.105,0.168,-0.336,-0.21,0.105,0.693,2.52,2.1,3.864,4.368,4.83,4.725,5.04,5.46,4.62,4.41,3.36,4.116,4.2,5.817,5.544,5.124,4.284,4.473,4.788,4.62,5.04,18.48,18.69,18.459,19.278,20.181,21.252,8.127,8.421,9.114,8.211,8.0955,6.972,6.888,7.14,7.77,5.88,5.88,5.712,5.313
97,6.426,6.594,6.09,6.321,5.67,6.006,5.355,6.09,6.237,7.077,7.56,7.14,8.82,8.526,7.56,7.35,6.09,5.88,5.67,4.62,4.41,4.998,3.99,3.15,2.625,3.15,3.15,3.15,3.15,17.85,18.27,18.48,18.69,19.698,20.16,7.875,7.98,8.61,7.581,7.56,6.3,6.09,5.88,5.88,5.019,4.977,5.04,5.019
98,5.88,5.544,5.439,5.901,5.04,5.187,5.376,6.09,6.09,6.3,6.3,5.523,6.426,7.56,7.56,7.812,7.35,7.266,5.88,5.775,6.216,6.51,5.964,5.229,5.145,5.145,5.04,4.62,4.935,17.745,18.06,18.753,20.349,21.42,22.26,9.66,9.66,9.828,8.82,8.631,6.93,6.3,5.754,6.3,6.111,5.649,5.04,5.3235
99,6.363,6.09,5.313,5.25,4.851,4.704,4.704,4.998,5.292,6.468,6.636,6.468,7.56,7.98,7.56,7.56,6.636,5.922,5.46,6.3,5.88,6.447,5.796,5.46,5.46,5.04,5.04,4.62,4.62,17.409,17.85,18.48,20.034,19.11,19.74,7.1715,7.14,7.56,6.09,5.775,5.649,5.964,5.04,5.25,5.67,5.544,4.872,3.612
100,6.237,5.964,4.599,6.132,4.116,6.111,5.46,5.712,6.258,4.914,6.258,5.46,6.3,7.56,7.77,7.77,7.77,7.35,7.14,7.14,6.51,6.51,6.09,5.376,4.389,3.78,3.78,5.67,5.46,18.27,20.328,18.753,20.496,20.79,21.2625,7.14,7.56,7.98,7.014,8.232,6.51,6.216,5.712,8.358,7.98,7.56,7.56,6.72
101,7.728,7.56,7.14,6.72,5.901,5.712,4.956,4.83,5.88,4.62,6.72,7.518,7.56,7.56,7.56,7.476,7.686,7.14,6.3,6.153,6.867,7.14,6.615,5.25,5.25,4.032,4.683,4.662,4.704,17.64,19.74,18.837,20.37,20.58,21.189,8.4,8.19,8.4,8.4,8.358,6.804,7.14,6.93,7.224,7.56,6.216,5.88,5.985
102,6.8355,6.51,6.048,6.048,4.851,4.62,4.62,5.796,6.3,5.838,6.132,5.67,6.006,7.035,7.56,7.749,7.665,7.749,7.56,7.56,7.56,7.749,7.581,7.14,5.796,4.41,4.41,4.368,5.25,18.396,18.9,19.11,19.341,18.858,18.501,5.712,5.25,5.88,4.809,5.88,2.94,3.528,0.21,4.62,-1.029,-1.05,0.0,-0.231
103,0.021,-0.777,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-1.05,-2.1,-0.21,-1.05,0.0,-1.05,-0.84,-1.05,1.26,2.667,2.667,3.15,3.78,5.46,5.04,4.2,4.2,3.78,3.78,4.956,5.628,18.69,20.16,18.795,19.74,21.0,20.685,7.896,7.56,8.82,8.106,8.652,6.657,7.056,6.426,6.09,6.3,5.88,5.25,5.439
104,6.72,6.72,6.3,6.552,6.279,6.237,5.355,5.88,7.056,7.161,6.72,6.09,7.749,7.98,7.56,7.56,6.93,6.363,5.943,6.3,6.258,6.132,5.481,5.04,4.41,3.36,3.36,4.0005,4.62,17.85,19.11,18.312,19.488,20.538,21.294,8.547,8.547,8.82,8.19,8.4,6.363,5.04,4.998,6.09,6.972,4.956,4.62,4.326
105,4.956,4.956,4.662,5.04,4.788,4.536,4.788,5.46,6.342,6.825,5.88,7.14,7.35,7.581,7.35,7.35,6.72,6.195,5.04,5.124,5.04,4.872,4.2,4.62,4.2,4.2,4.2,4.2,4.62,18.144,18.69,18.9,19.404,19.95,20.139,7.518,7.77,7.938,7.896,7.938,6.678,5.67,6.006,5.88,5.04,5.145,4.536,4.053
106,4.284,4.2,3.864,4.2,3.15,4.116,4.3785,5.292,6.09,6.405,6.51,6.93,7.413,7.665,7.35,7.14,6.258,6.09,5.04,5.04,5.04,5.292,4.347,4.83,3.696,3.57,3.57,3.15,3.78,16.17,18.48,19.194,20.307,20.16,20.202,7.224,7.098,7.14,6.09,5.796,4.2,4.788,3.528,4.956,2.52,3.486,2.52,2.1
107,3.15,3.108,2.1,2.52,2.1,2.1,2.1,1.89,3.108,2.94,4.956,5.25,6.3,6.09,5.88,5.943,5.733,5.25,4.83,5.25,5.229,5.46,5.04,5.04,3.78,3.36,2.94,2.352,2.94,15.876,17.85,18.144,18.921,18.9,19.11,6.3,6.09,6.09,5.46,5.124,3.108,5.25,2.772,5.208,3.696,2.94,2.31,1.386
108,2.772,2.373,2.1,2.772,2.1,2.52,2.184,2.604,3.192,3.129,4.62,5.04,4.83,4.494,4.851,5.628,5.5755,6.3,5.88,5.817,5.922,6.72,6.447,6.132,5.67,4.62,4.62,4.2,4.872,17.745,19.257,18.48,19.572,19.425,19.74,7.308,7.098,7.602,6.951,7.56,5.607,5.796,5.586,7.14,7.35,7.14,6.3,5.04
109,6.09,5.46,5.04,5.04,4.83,4.221,3.15,3.15,3.78,3.15,3.15,2.1,3.507,5.46,5.88,6.09,5.88,5.88,5.46,5.04,5.439,5.0715,4.2,2.94,2.1,1.68,1.68,1.68,2.1,15.771,18.375,18.144,19.32,19.11,19.32,6.321,6.3,6.3,5.796,6.3,4.83,4.221,3.57,2.499,1.344,2.1,1.092,0.651
110,1.26,0.504,0.168,0.42,-0.42,2.541,3.36,2.94,4.242,2.94,4.83,3.36,4.2,4.2,3.99,3.654,2.52,1.68,-0.168,0.42,-1.68,0.0,-1.26,-0.42,-3.36,-3.99,-3.906,-3.78,-1.344,11.676,15.435,14.7,18.228,18.27,18.9,6.3,6.3,6.93,6.468,6.51,3.36,5.04,1.68,4.116,0.693,2.1,1.05,-0.567
111,1.827,1.05,0.0,0.42,-0.168,0.168,0.147,1.05,3.78,0.147,4.2,1.659,1.68,2.73,1.407,-0.294,-1.344,-2.1,-3.108,-1.827,-2.1,-2.1,-3.15,-2.814,-3.15,-3.15,-3.15,-3.15,-2.94,10.08,15.666,14.7,18.795,18.984,20.433,6.468,6.72,7.707,6.72,7.56,4.62,5.88,1.68,3.129,0.0,1.68,0.0,-0.84
112,1.848,0.84,0.0,0.63,0.0,2.1,2.1,1.596,3.675,3.423,6.51,5.88,6.51,6.3,6.3,6.3,5.712,5.628,4.2,4.62,3.99,4.053,2.52,1.05,-0.021,-0.021,-0.021,-0.021,0.42,14.7,17.325,18.165,18.9,18.9,18.9,6.3,6.3,6.3,6.3,6.93,4.62,4.83,4.872,6.09,4.2,4.62,4.2,3.78
113,5.46,5.082,4.62,5.04,5.418,5.04,5.88,6.09,6.09,6.3,6.09,5.67,6.93,7.35,7.14,6.51,6.426,6.3,4.41,4.2,4.2,4.62,3.36,5.04,3.36,3.276,3.15,3.57,4.2,16.38,18.48,18.858,19.95,20.475,20.79,8.4,8.19,8.4,7.875,8.022,6.3,5.586,5.754,4.977,4.62,5.88,4.62,3.99
114,5.397,5.04,4.494,4.62,3.99,4.116,4.536,4.62,5.46,5.46,5.46,5.04,7.35,7.56,6.867,6.72,6.3,6.3,4.662,4.62,4.62,5.25,4.83,5.04,3.15,4.2,3.78,3.843,5.04,16.8,17.913,18.417,19.887,20.37,20.58,7.56,7.35,7.35,7.119,7.56,5.46,5.04,3.738,6.72,6.447,6.069,5.208,4.074
115,5.46,5.46,4.2,3.843,3.843,3.843,3.843,3.843,3.843,3.843,4.578,3.843,4.977,5.88,6.615,5.88,5.88,5.88,5.04,5.04,4.977,5.481,4.452,4.2,3.843,3.843,3.843,3.906,4.641,16.674,18.438,18.228,18.9,19.131,19.95,7.35,7.14,7.14,7.35,7.35,5.208,5.46,5.061,7.203,7.266,6.09,5.88,5.775
116,7.14,6.762,5.838,5.04,4.41,4.62,4.62,4.41,4.41,4.41,4.41,3.129,4.83,5.67,5.67,5.964,6.258,6.3,5.481,5.481,5.67,6.216,5.481,4.893,3.57,2.73,2.73,2.94,3.948,16.947,18.564,18.06,19.026,19.656,20.16,7.35,7.308,7.245,7.014,7.14,6.132,5.67,4.977,6.3,3.57,4.41,3.591,3.78
117,4.305,3.99,3.087,3.78,3.108,3.192,3.444,3.633,4.2,4.62,4.83,3.78,4.41,5.04,5.46,5.46,4.83,5.376,3.78,5.208,5.355,5.46,5.187,5.292,4.683,4.2,4.242,4.2,4.62,16.821,18.9,19.32,20.58,20.58,20.58,7.77,7.14,7.14,7.035,6.93,5.25,4.956,3.633,5.88,6.132,5.88,4.347,4.2
118,5.418,4.83,3.78,3.99,3.15,3.528,3.15,3.78,4.893,4.746,5.796,3.78,5.481,4.095,4.788,5.712,5.964,5.88,5.46,5.88,5.88,6.3,6.3,5.88,5.25,5.061,5.145,5.04,5.46,18.27,19.74,20.013,20.58,20.349,20.37,7.14,6.3,6.3,6.09,6.72,5.124,5.04,4.41,6.258,6.237,5.796,5.46,4.872
119,5.985,5.355,4.305,4.83,4.158,4.305,4.305,4.305,4.305,5.04,6.3,4.893,6.51,6.804,6.72,7.14,6.93,6.93,6.384,6.363,6.363,6.72,6.552,5.628,4.41,4.809,4.431,3.78,4.2,16.59,18.06,18.396,19.95,20.076,20.076,7.35,6.552,6.3,6.258,6.3,5.061,5.25,3.57,6.216,6.3,4.83,3.57,3.171
120,4.2,3.528,3.15,4.2,3.15,3.528,3.36,4.2,3.57,4.116,4.851,5.25,4.242,4.62,4.62,5.376,5.292,5.25,5.04,5.46,5.796,6.3,6.153,6.09,5.523,5.187,5.04,5.334,5.46,17.934,18.69,19.068,19.635,19.74,19.74,7.371,6.72,6.615,6.72,7.035,5.481,5.25,5.25,5.88,5.88,5.46,3.78,3.36
121,4.284,4.2,3.15,3.78,3.36,3.78,3.78,3.36,3.696,5.04,5.67,4.452,5.775,6.342,6.3,6.3,5.88,5.775,5.04,5.46,5.628,6.09,5.796,4.62,3.78,2.94,2.562,3.255,4.032,16.464,17.892,18.48,19.026,19.32,19.635,7.035,6.3,6.951,6.72,7.035,5.88,5.88,5.88,5.88,6.3,5.691,3.78,3.654
122,3.78,3.78,3.36,3.57,3.255,3.36,3.255,3.255,2.625,3.024,3.276,3.36,2.52,3.57,4.368,5.04,5.208,5.46,4.83,5.88,6.51,6.72,6.72,6.552,5.544,5.46,5.46,4.935,5.04,17.85,18.9,18.06,19.32,19.572,19.95,7.245,7.161,7.245,7.14,7.245,5.964,6.51,5.565,7.14,6.72,5.88,4.977,5.04
123,5.628,4.977,4.83,5.838,4.956,5.124,4.704,3.885,3.885,4.032,4.032,3.57,4.683,4.2,4.746,4.977,5.712,5.46,5.04,5.586,6.069,6.3,6.342,6.3,5.712,5.355,5.04,5.208,5.544,18.48,19.908,19.845,21.0,21.0,21.0,8.064,7.644,7.14,6.804,7.455,5.88,5.88,4.998,6.51,5.88,6.279,5.46,4.746
124,5.88,5.439,4.62,4.62,4.62,4.62,4.62,4.62,4.62,6.132,6.111,5.439,6.888,7.014,7.14,7.308,7.14,6.804,6.384,6.72,6.741,7.224,6.972,6.3,5.25,4.452,4.41,3.696,4.2,16.38,17.808,18.879,19.95,19.53,19.74,7.056,6.09,5.964,5.46,5.292,4.2,4.452,3.087,5.775,3.906,4.641,3.57,3.255
125,4.2,4.368,3.15,3.78,2.94,3.36,3.36,3.969,5.04,4.956,5.88,4.83,5.964,6.72,6.72,6.3,5.481,5.46,4.8405,5.46,5.88,6.09,6.09,5.796,4.2,4.263,4.179,4.116,4.83,17.64,18.9,18.9,19.74,19.635,19.887,7.56,6.72,7.266,6.405,6.72,5.355,5.88,4.83,6.72,4.62,4.956,3.759,3.78
126,5.418,4.62,3.486,4.368,3.78,4.41,4.956,4.662,4.788,5.88,6.111,5.67,6.3,6.888,6.72,6.3,5.187,4.62,4.2,4.893,4.242,5.46,5.3445,5.46,3.78,3.99,3.78,3.78,4.41,16.023,18.48,18.165,19.845,19.887,20.139,7.665,7.245,7.245,7.14,7.182,5.88,6.51,5.25,6.3,6.3,6.006,5.1975,4.473
127,5.292,4.83,3.36,3.444,3.192,3.549,3.78,3.57,3.717,5.04,5.67,4.977,5.46,6.489,6.384,6.258,5.46,5.04,4.683,4.683,4.683,4.83,4.704,4.872,4.284,4.2,4.2,4.2,4.452,17.157,18.375,18.018,19.74,19.782,19.845,7.77,7.14,7.0035,6.615,7.14,5.754,5.88,5.46,7.014,6.888,6.972,5.418,5.376
128,5.775,5.46,4.935,5.25,4.2,4.41,4.41,4.284,5.334,5.46,5.67,5.25,5.25,5.922,6.3,6.741,7.014,6.72,6.384,5.88,5.67,6.72,6.72,5.67,5.544,4.641,4.62,4.662,5.334,17.976,19.74,18.396,19.992,21.0,20.517,8.4,7.56,7.35,6.804,7.56,6.3,7.35,6.3,7.14,6.447,6.72,6.951,6.3735
129,6.342,6.09,5.964,5.565,4.977,5.565,5.04,5.46,5.124,4.83,5.544,4.998,4.872,6.51,6.72,6.72,6.762,7.056,6.594,6.132,6.3,6.51,5.922,5.796,5.46,4.41,4.2,4.431,4.788,17.892,20.454,19.11,21.0,20.58,21.0,8.232,7.392,7.644,6.72,7.14,4.998,7.14,4.83,5.46,6.657,6.09,4.809,4.704
130,4.179,5.04,3.045,3.675,2.709,2.898,2.31,1.68,0.231,0.798,0.0,0.273,0.0,1.05,1.743,1.47,2.94,2.037,2.94,2.037,2.982,1.071,2.94,2.94,2.31,2.016,1.68,1.155,2.52,13.608,17.22,15.435,17.619,18.48,18.144,4.851,4.851,5.46,5.04,5.46,3.297,4.389,1.68,4.2,0.441,3.15,0.84,-1.05
131,0.021,0.0,-1.05,-1.05,-1.47,-0.42,0.0,-0.882,1.512,2.52,5.46,3.78,5.607,5.775,5.25,5.25,4.368,4.683,3.948,4.578,5.46,5.88,6.3,5.88,5.04,4.053,3.78,2.52,4.2,17.619,19.341,17.85,19.74,20.58,20.79,8.19,7.623,8.19,7.77,8.4,7.14,7.98,5.46,6.72,5.88,6.132,5.46,5.46
132,6.3,6.3,5.544,6.048,5.04,5.04,4.956,5.208,5.46,5.88,5.88,4.2,5.04,5.67,5.67,5.88,5.796,5.46,5.25,5.796,6.3,6.72,7.014,6.3,5.88,5.46,5.25,4.62,5.334,18.06,18.921,18.9,21.0,20.58,20.916,8.064,7.308,7.35,6.72,7.56,5.88,5.502,4.914,6.09,5.46,5.04,3.696,3.255
133,4.158,4.116,3.36,3.78,3.36,3.528,3.36,3.36,3.78,5.0505,6.048,5.46,5.964,5.439,5.46,5.796,5.25,5.04,5.04,5.46,5.88,6.615,6.489,6.3,4.725,4.41,4.41,4.305,4.746,17.472,18.9,18.312,19.656,19.845,19.95,7.77,7.245,7.308,7.14,7.56,6.72,7.308,6.132,6.804,5.712,5.649,4.452,4.284
134,5.04,5.04,3.99,4.788,3.78,4.2,3.78,3.78,4.2,5.04,5.796,5.544,6.342,6.909,6.804,6.72,6.048,6.3,5.901,5.88,6.3,6.72,6.72,6.153,5.208,4.62,4.221,4.011,4.62,16.884,18.585,18.27,19.677,19.74,19.824,7.35,7.35,7.35,7.14,7.749,6.72,6.9195,6.72,6.3,6.132,5.88,5.544,5.817
135,5.88,5.754,4.956,5.313,4.62,4.788,4.62,4.788,5.418,5.67,5.88,5.754,6.72,6.468,6.636,6.699,6.3,6.3,5.796,6.132,6.384,6.51,6.51,6.111,5.376,5.04,4.683,4.032,4.536,16.8,18.081,18.48,19.32,19.845,19.908,7.266,6.93,7.245,6.93,7.224,6.3,6.636,6.3,6.3,6.8355,5.628,5.46,5.103
136,5.46,5.46,4.2,4.41,3.654,3.801,3.57,3.57,3.444,3.36,3.36,4.62,5.04,4.935,5.25,5.04,5.103,5.46,5.46,6.048,6.006,6.3,6.3,5.712,4.725,4.284,3.57,2.94,3.57,16.506,18.06,17.976,19.719,19.74,19.74,7.14,7.14,6.972,6.384,6.93,6.048,7.35,6.09,7.287,6.741,6.09,4.914,5.25
